Trame codée bruitée,Trame binaire originale
"-1.0320507408752788, 0.6870909632052316, 0.9395496808262056, 0.9466565409474477, 1.0816569979474597, -1.1859911572292965, 0.9249250198990135, 0.8785687116884183, -0.703382548998975, -1.0739874564185996, 1.0684508983921235, 0.9823966533339095, -0.9665043655120558, 0.9009415378854546, -1.0753348980198463","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"0.896214117736266, -0.8517471255620668, -0.7381300371055152, -1.048243720103875, -0.901058895470208, -0.9985321837490577, -0.7752703518396076, 0.9614530096848184, 0.9803782777156858, 0.9676480038203328, -0.8605397172185225, 0.9806261000671271, 1.2395376581975448, -1.1647710192981897, 1.055432496460877","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-0.941715714178767, -1.1381215642559739, -0.8552506557926289, -1.1499673401289727, 1.2225412649800118, -1.0129963280130925, 0.8982899200721521, -0.9592615810216871, 0.9562358350761125, -1.1678847217827615, 1.1494120980941622, 0.935864192079348, 0.7901397207771137, 1.0541117803906246, -1.0085604956849596","1.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"-1.0634927845840203, -1.11901864172954, -0.6206963430284973, 1.0234476601796425, -1.2511883382895495, -0.9557154293384358, 0.9365850493195053, -1.113561582957357, -0.9362577534323563, 0.9662454927772695, 0.8243342094612889, -0.90411405656525, -1.0117243823724147, 0.9899408786451696, -0.8618696382842022","1.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"-1.0021303877258767, 0.9036202306631179, 1.2101288377812902, 1.0146472434971707, 0.8451237965505216, -0.9553182486678982, 1.2142617157383346, 0.9450846045397021, -1.0930789314512692, -0.9078324615954734, 0.8920033277063932, 1.0054542916890796, -0.882347147687657, 0.9747195741529282, -0.9028082296717324","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"1.1283645510546565, 0.8104717650637849, 0.6460079934617027, 1.0151842987014994, 0.7746959853457762, 1.0408194335052823, 0.9226814223778785, 1.083521111225752, 0.8241120753402501, 0.9559866361422454, 0.9099173415247463, 1.002636212587725, 1.2777038809021024, 1.1040826320364387, 1.0377658686689344","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.7903620768583728, 1.1169789921255309, -0.9158697912055881, -0.7433057331951062, -0.9609087862328322, 0.960727493649314, -0.9217977166232811, -0.9181158034059093, -1.093408921389309, 0.9252887769589524, -0.9944107479886712, 1.216702308495554, 0.8405438283099693, -0.9442557283681399, -1.0880176861006772","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"0.9301352360494206, -1.1323716314518764, 1.0240286498557154, -0.9703739307726647, 1.2518559587408138, 1.0514375696318001, -1.1454195988148412, 0.9697806025843317, 0.967813835974638, -1.053117479319658, 0.8943109412984094, 0.6222039135716877, -0.845085377130099, 1.106386193408068, -1.1362877998247767","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"-0.9486192760388317, -0.9557377161346636, 1.0541429604079797, -0.9947337542647934, 0.8516656872978728, -0.8801116590370792, -1.0385932017545079, 1.0732562355453723, -0.8622460630337925, 0.7041837521637968, 1.1297094430137007, 0.7291937296323048, 1.1426808095621033, 1.2260124202765768, 0.9264625423346382","1.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"-0.8689155166809045, -0.8321773887231921, 1.1409783432048264, 0.7422241430276607, -1.0496530672925632, -1.273076738915904, -1.0400944915048154, 0.99314766697786, 0.8231436497890056, -0.7964186339163558, 0.9474805393133948, -1.0077436997255966, -1.0129822774996102, 0.8231539505579626, 0.8957090410629246","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"0.8981868353562596, -0.8363881942316905, 0.7989991363120328, 1.0478621117103106, 0.8725350366974328, 0.6788056880565065, 1.1532528017753882, -0.9137918241117965, 1.156106861920773, -0.9332086031670443, 0.8779858016375397, 1.1792685572953534, -0.9985391994317165, 0.9940368096764914, 0.8717589469637116","0.0, 1.0, 0.0, 0.0, 0.0, 0.0"
"-1.0697103110100008, -1.1897534015198605, -1.0140149207063482, -0.9088041157467149, 0.9756634173570546, 0.8401027489406162, 1.101124742473314, -0.8968809535742193, 0.6744992848589786, 1.0071066548710081, -1.0485571934337645, -0.9883141531199043, 1.0280982560284124, -0.9062067444335774, 0.8372111277865791","1.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"-0.7621788277084017, -1.135083154064272, 0.9103969136341973, 0.940457300500794, -1.004526559599711, -0.9695334092037863, -1.1984637534644247, 0.9368832460275103, 1.267365189294715, -1.0051571096545628, 1.0174979307262038, -1.2374816405848001, -1.0020321979726876, 0.9271574033312188, 0.9483041690086732","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"-1.050509430597404, 0.9056443665069912, 0.8976278164284509, 0.9334680570702885, -1.0574048532727918, -1.298550437020263, -0.9418026882074867, -1.0969132673612596, 0.7776257265700169, 1.1486655430724415, 0.7086052427174093, -1.1588504155649146, 1.0243439778059948, 1.200297635008052, 0.9820673028350662","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-1.232297711512167, -1.1402444911567553, 1.1952001727892103, -1.144862421460084, 1.1571059395024799, 0.8309959888678838, -0.8222375960207345, 1.3064385937568348, -0.8524247261358864, -1.0045263602139163, -1.0639657854981326, -0.766403865497919, 1.3278496630657415, -0.8493001755746347, -1.0272018086581263","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"0.9583416937850223, 0.6553381602924214, 0.8569458125874877, 0.9903613117680057, -1.0672929355501033, 1.186513262376398, -1.0516153409888764, -1.148360004646066, -0.9876048906144376, -1.1412746948781887, 0.9772794616555446, -0.7752958943890639, -1.0577506277340507, 1.088474638453279, -0.6904586871249945","0.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"-0.7705490611578621, 0.7197148987232372, 1.0467072308976608, -1.075772215987312, 1.1020818227370004, 1.0274237518596279, -0.9990286822153086, -0.5951789183245231, -0.82382920744032, 1.10828463146278, -0.6494200139973499, -1.0588786790644567, -0.8871344259378767, -1.0779084274109918, -1.0064785805212173","1.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"-1.042360050635062, -1.007429972978264, 0.9635308441089775, -0.9094381624886043, 0.9430721630894386, 0.7652392408532274, -1.0244280014693778, 1.1661052468524609, -1.2196099855724387, -1.0777550830864406, -1.2040955937642444, -0.9784524235233666, 0.9113320479605873, -0.7929689211863349, -0.9478462185888702","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"-0.9095371922024421, 0.9700876010277242, -1.0310348594775254, -1.2343552413392167, -0.9349463135803655, 1.1372288753305544, -1.2981795848448514, -0.9927672812153732, -1.0491520605247289, 1.0222763671733384, -1.0202289854541524, 0.7279933112998529, 1.2259109576297136, -1.13269352742959, -0.9178419441165081","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-1.1935270311620694, 0.9392095293134615, -0.6064709612448203, 0.898568937407347, 1.029917512933673, 1.1277254377059716, -0.886569313373762, -0.9728432306137949, 1.0744581963027817, -0.8568124869715111, -1.0702720004045783, -0.9551114803782833, -1.0204840966173878, -0.9842998484179174, -0.9438697066005172","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"1.043576019829057, -0.955723516307086, -0.8008768372562495, -1.01149078700614, -1.0005451291550702, -1.261052441006372, -1.0934485967085856, 1.0399525659796829, 0.9571040735894351, 0.8656378259559616, -0.968720109714785, 0.9463693507547898, 0.5517834396001656, -1.034082440166848, 1.1472468519106376","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"0.9600343220404891, -1.02635024508719, 0.8891137527540754, 0.9993218700507749, 0.9589192892888934, 0.8909854882843371, 1.0215405534568884, -0.9093674392406811, 0.759275518976687, -0.8868512465589733, 1.0478937314963184, 0.899440685981073, -0.72214840283788, 0.9425076932275654, 1.1671194092804555","0.0, 1.0, 0.0, 0.0, 0.0, 0.0"
"0.748981075838999, 0.9169533503007921, 0.9739584329827097, 1.0759039586291483, -0.7665396901493897, 1.0924963400622787, -1.0024150061993744, -1.0232308290720151, -0.5833027840806924, -1.2368980094048787, 1.043733168003186, -0.7329899170645495, -1.0784368669145579, 1.071599873871827, -0.8824576657208286","0.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"1.0987746056243426, -0.9157887352158001, -0.8922638200601237, -1.1710614657611416, -1.0368770649333556, -1.067356403594441, -0.6242641698229128, 1.185828411744039, 1.0473349530229823, 1.1712133798188678, -0.8313996141839847, 1.095552215686073, 1.274580847315182, -0.9500555458012045, 0.9288145954576918","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"1.2574894512669785, -1.1004174155552857, 1.0029746102051313, 1.0497746733306865, 0.7817593603231812, -1.1402758240749693, 1.0129933826757762, -0.9071439396830597, 1.1026374781899586, 0.8799210513268, -0.8808684442803713, -0.8655076547484051, -0.8962878617502885, -0.9861790853286588, -1.0656929131452957","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.026107557949824, -0.9601929038607986, 0.8887005491701506, -0.7058872169852555, -0.9736242174357321, 1.0399760367851023, 1.3140460621584544, -1.0829961560903136, -1.2918858975680731, 1.1476360492944833, 1.1856229058205237, -0.898223247609278, 0.9642675415103463, 1.1183024049964536, 0.8296232737374996","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"0.9080683548064771, 0.8200144532902675, 1.199346924574386, 0.9320144367863783, 0.8975452825679832, 0.9013663723646533, 1.047342247213755, 1.1404257276132506, 1.0666418862846878, 0.9223077877855158, 1.0080522333909767, 1.0490922531141438, 1.07315837624644, 1.0081625623985397, 1.0065680642708918","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"1.0979676125300701, 1.1381505996165728, 1.193802338642981, 1.036923073800991, -1.0258620097394815, -1.1538570868501072, -0.7615576757545142, -1.074503095965053, -1.2012713052727668, 1.031552717002979, -1.100922937093169, 0.8066224217770618, -1.3178123465957066, -1.0120291122811136, 1.2828104087294516","0.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"1.0922356583447608, -1.0382959222157138, -0.9279746351838168, -0.8770390802333123, -0.8463837034340244, 0.9773669592116827, -1.1316422057831363, 0.9761211597748615, 1.0784819120588278, -0.9080725782444639, 0.9258361424497797, -0.9930214247254872, 0.8791232163335256, 0.9323511200791057, -0.9404104126459427","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"0.9088002686496721, -1.277316881992218, -1.1095035549745487, 1.1007501240464828, -1.1801080741057064, 0.6971766267183396, 1.2517107528172797, -1.1169962947872822, 0.8385084105157415, -1.0438387425327242, 0.9613903794168869, -0.8402671349793707, 0.8465303398921135, 1.1250423097455786, 0.9556155612288383","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-1.191109169809828, -1.0680537706853517, -1.088237987470138, -1.0175367872001357, -1.0428965714573086, 1.1831408462679358, -0.9327751640910503, 0.8741202635238801, -0.8785158900860572, -0.9260879598632411, -0.8591235946939816, 1.017988247204294, -1.0888112731694626, -0.9137054832385997, -0.9120144236382702","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"0.9211712255237889, -1.0473801490662278, -1.0440838980923344, 0.857330893315626, -0.9098680657757557, -1.39121012783282, 0.9024592300815135, -0.8436232097959308, 1.1003616890687011, 0.8266370474241492, -0.976422139781092, 1.1233512987616734, 1.2157303198901273, -0.9089646627787029, -1.231199668294007","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"1.0012986127498638, 0.8717733140666488, 0.8206198910136164, 1.010137857108361, 1.0721543154334214, -0.9128898349116714, 1.140631336782112, 1.0458670915630708, 1.4390134365272036, -0.871751257249498, -0.917507678478802, -0.859348106416026, 1.1506332740492202, -1.2245052044649498, -1.2786362464250867","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-0.9340034846276115, 1.1676661011381855, 1.2009448333552626, 0.8247614119436358, 1.0826975230658775, 0.7477673703354759, 0.8548145209048761, 1.0965605766886755, -0.6131603076384532, 0.8589696344831366, -1.1084965199281103, -1.0775708534127126, -0.9973410422984367, -0.9594894867067896, 1.1556762823733324","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.9762853893853267, 0.9988507214344915, -0.8978895604302344, 1.1352307423277679, 0.8070174249727183, -0.8514174040193179, -0.9616383121439669, -0.8340045322869354, 1.0767497049791377, 1.1828135322872264, 1.0371832685333606, 1.0201459891455247, -1.0600213205109175, 1.1121478776754796, 1.1054929908145739","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-0.8045659573624315, 1.0763345194265095, 1.0898034390440337, -1.062392085522237, -1.0651813188385584, -1.0969253546275697, 0.9818776332876719, 0.8759772285529384, 0.7880818035623028, 0.889212829160018, 0.7210043208757437, -0.8379338495045026, 1.013745705356084, 0.8721683887828457, -1.2299024786449566","1.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-0.8821977340477688, 1.118826286221129, 1.1570602796240628, 0.9030856227867536, 0.8026859583074516, 1.1454170251233846, 1.1500312726630992, 0.9588298304989505, -1.10120865445693, 1.1123091207784574, -1.1720292469053288, -0.883980100290311, -0.9003346056848197, -0.991828325239456, 0.8954607598676798","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-1.1533517786195342, -1.1157543852571927, -0.8262597404745311, -1.2329746358894327, -0.9461758007107498, -1.1688157635706102, -0.7800047536949404, 1.0344805214953816, -0.9756791235768854, 1.1627436031023102, 0.9711813318268854, -0.9810278523652785, -1.035882669478386, 0.7895667030375656, 1.018631109473431","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-1.050013142760919, -1.037038298683636, 1.0417299717481776, -0.9720202485000285, -1.0951673318320516, -1.124126457712683, 0.7053584370179847, -0.8027041775500281, 0.9344728291202358, -1.0098140126867248, 1.0946641992418145, -1.0775743389078511, -0.8139125493288342, 1.0482541334882745, -1.03111301092445","1.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"-1.0816240244663178, 1.1066932016360551, -0.8502035956117902, 1.1369679128766366, 1.295118230501197, -1.0650021031705488, -0.9110740505126756, -1.1099778846084751, 0.9533741892218632, 1.2035082773627268, 0.9810724850030119, 1.073255975476465, -0.9096365286896282, 0.8027239152631368, 0.8858363151326318","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"0.9018436183943085, 1.0228297920567124, 0.7125419933373649, 1.0384642332161835, 0.9339577385736867, 0.9152547389370456, 0.6634589203881975, 0.9869180941784619, 0.6230819205943928, 0.8552923425137813, 1.0192202504690013, 0.7674624603996748, 0.9910191856785198, 1.0426360704077329, 0.9926044973920783","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"0.9843687233604382, -0.894967790687313, -0.7162649898741984, 1.1486588807883236, -1.0378614465319829, 0.9028975697991865, 0.9934065558747657, -1.0525661524202647, 1.278786588983533, -1.1302952554719798, 0.8624684469424905, -0.9128898496464639, 0.9705028089394828, 1.168775059516617, 1.105152612899699","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-0.8333815192773439, -1.26872186073886, 1.3319410134266396, -0.9888964298901626, 0.9941943951540593, -0.904587429682004, -0.8252860852059274, 0.9747942892833561, -0.9064521241343426, 1.0565211705760555, 0.9507928162107602, 0.8588832647225576, 1.0741351705485795, 0.9346174783336669, 0.9552121595417068","1.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"1.1232927936316213, 1.0020025000186914, -1.1594759476532297, -1.2023946178423, 0.9391997133027967, 0.8673796802851762, 1.0246937191781598, 0.7946415462490612, -1.1399373192610096, -1.0122814174016783, 0.9013326719210525, 1.13069991379697, 1.1943859916639783, 0.9624348613684501, 0.9833138902595899","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-0.9996535048625789, -0.9930477359029071, -1.0800498350707874, 0.9424358090643433, -0.718635543556607, 0.8822617780975381, 1.1492900182203516, -1.1467380176827515, -1.1133902848040567, -1.1571357081791507, -0.8425220781755671, 0.9296719464586183, -1.2785639813869192, -1.0107198792183805, 1.0681024120598228","1.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"0.9896171526379223, -1.1419629691096325, -1.0713946726686931, -1.0333053131747847, 1.1340778822988364, -0.8867961613217169, 1.0242569071629182, -0.9661172367141044, -0.9631601215178703, -1.03305910599649, -1.3411557968659826, -0.8640003284961595, -1.1870749039529158, -0.8931782235987495, -0.9607815005672066","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"-1.092839013635546, -1.0199934771017767, -0.8222199240499347, 1.1252269918338704, -0.9104064583904772, 1.052353920911254, 0.9785404745373634, -0.9371266889392756, -0.9301874237864718, -1.0419756413513506, -0.8689164441524461, 0.8088965314027684, -0.9320816212852696, -1.2578750093251054, 0.949767449328243","1.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-1.0926391716956456, 1.0510903986741773, -1.1531086027976005, 1.1879146077624498, 1.088617056015503, 0.9750653603775905, -0.9863182258837345, -0.8248899880687109, 0.8218121029366715, -1.046387778329221, -1.062707461226781, -0.8988741549078714, -1.0001883344934968, -1.0993398528822038, -0.8937524418372091","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"1.0184300962385984, -1.1138292021960436, 0.9044328974123083, 1.089107267338278, -1.1198705701148544, 1.0820610610570525, -0.9539433547078685, 1.0406705689698366, -1.0613878068446634, 0.9778470211093673, 0.9668108895348088, -1.0025890412574903, 1.025590604878094, 0.9730646826349527, -1.097165108281812","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"-1.1506340153544472, -1.1281414770405682, -0.9847999427138815, 1.2940425615016127, 1.1973172977761488, -0.9007955840530927, -0.9628716313309469, 1.1709358850688125, 1.0011523107840217, -1.0421781188173311, 0.888777042374827, 1.2546059294243457, 1.309646733896267, 0.9906870011854605, 1.1348801720249948","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"1.0798303792694264, 1.066294432690715, 0.6840410310726056, 1.1486427322524555, 1.145753545052794, 0.8858553878153617, 0.8582899168147959, 1.0760070459383742, 1.065745834044574, 0.9862213940229536, 1.1470144326956015, 1.018066944735723, 1.0314915251210024, 0.9095109370995949, 0.9964146906795186","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.903070278351624, -0.8447984399346066, 1.0111234251285954, 1.033699652873836, 1.3253798232716816, -0.8547163213775872, 0.7050293607450964, -0.9070935151182495, -1.1484588622867409, 0.861654339091129, 1.0635575268921957, 1.1542815555635746, 1.0597914350545579, 0.7533056053972581, -0.9023672913632809","1.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"-1.1098465732999245, 1.14854515309979, -1.048105131593301, -1.3602285381530617, -0.9767799146475049, 1.1549660113329736, -1.225176593676437, -1.3783115444058813, -0.9039285209506489, 0.9725600832021145, -0.9579614396611773, 1.1506885502641646, 0.7528464057450017, -0.9818966692635507, -0.9788028125629965","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-0.9779703810484355, 0.8246253723472176, 1.2175918999359499, 0.9856304852456884, -1.1836424095661027, -1.2189899404347306, -1.2845919724369428, -1.0373735004546933, 0.7730681677765162, 0.9840855352828616, 1.1017024222960292, -1.069595460743602, 1.006018124160378, 0.8821201400694486, 0.9384287360174272","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-1.0454199224876572, -0.965958665480988, 0.7330458151853687, -0.8791280265943573, 0.980375753499132, -0.9122065043990802, -0.8759570159593609, 1.2861560119694468, -0.9828582114739951, 0.9347398010014636, 0.8423440185888529, 0.9648227389116661, 0.9716756477938692, 1.271825694063767, 0.9506674813664274","1.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"-1.2888490091823979, 0.9484869397793296, -0.9127089624763368, 0.8412419635096668, -1.0824843529904855, -0.965107142552947, 1.1028137821556252, 0.9319641443382517, -0.8624222318549783, -0.7936068423300228, 1.2413171412974282, -0.9817747257925655, 1.0513538781216483, 1.0145572341513704, -1.015841259621968","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.0152181546053334, -1.0439887068588614, -0.8236237384690127, -0.8268733325997677, -0.9277244280375195, 0.8938333248475709, -1.1941035136824283, 1.0171124790888901, -1.0172731169353781, -0.8595516136289758, -0.8983204513004398, 1.2343261096200016, -0.8875227157144201, -0.7793209612418118, -1.0613289681300129","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"-1.0194883186136237, -1.2378111566589995, -0.9957030043189425, 0.9915906249480891, -0.8496309818602513, -0.9296479500156983, 1.05591414464229, -0.9775173328339255, -0.9885678623200057, 1.1592552508487832, 1.1883265786151949, -0.9793775538358803, -1.1850627157331424, 0.9178251671616533, -0.9985429749654475","1.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"1.0290067295820544, 1.1604683883992786, 1.2676767219239446, -1.0376249328201277, 0.9650711119121836, -0.9183990349653869, -0.951728640866985, -0.879608409122017, 1.0178776448387756, -0.7527975365587556, -0.8906792107716612, -1.2021732637830864, 1.0694089717608257, -1.146586436482851, 0.8950763901233318","0.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"-0.8019966610420871, -1.0713765973229579, -1.286692134587343, -1.0233502430017336, 1.0842802296834646, -1.0087518639479782, 0.9124188113018068, -1.0437108372205153, 1.1451638826936035, -0.8418840598687487, 1.1059714772039746, 1.166148223761969, 0.9798961626890723, 1.072954197262468, -0.7693240938147056","1.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"1.0614853459688207, -0.949109773850668, 0.7762558621835799, 0.8357670320545378, 0.926021559616237, -0.8565128680086008, 0.9281321015101932, -0.9735375184726814, 0.8608252760431058, 1.163042523671134, -0.9543909171109412, -0.92834174132007, -0.8189687207926474, -1.0223548920571324, -0.9407599260662358","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.0305859828678094, -1.0244533879523634, 1.1059884221018939, 1.1966104190340667, 1.1957789675724493, 0.9955122242353927, 0.934755237124919, -1.278269220818699, 0.9323237578195032, -0.9401253362857425, 0.9255374723992167, 1.2098768570064662, -1.022340861703855, 1.1693094710309528, 0.9826439113037765","0.0, 1.0, 0.0, 0.0, 0.0, 0.0"
"-0.9984918155438673, -1.007934280463232, -0.8912355270277165, 0.9906560169132433, -0.9638283176882368, -1.173735842720519, 0.986134941960745, -0.7600025751273558, -1.0826468155191515, 1.2003328525183028, 1.13464692952536, -1.0683038317491664, -0.7626475613151142, 0.801749567482481, -1.0807304735497714","1.0, 1.0, 1.0, 0.0, 1.0, 1.0"
